,loc_x,loc_y,shot_made_flag,Region
1062,13.6,16.9,0.0,LE
1063,31.3,7.2,0.0,RB
1064,5.600000000000001,16.9,0.0,LE
1066,17.1,9.5,0.0,LB
1067,3.5,13.4,0.0,LB
1069,24.9,1.1,1.0,P
1070,24.6,1.3,0.0,P
1071,41.3,17.4,1.0,RE
1072,24.8,24.7,0.0,TK
1073,21.3,10.5,0.0,P
1075,43.1,16.4,1.0,RE
1076,33.6,23.2,0.0,RE
1077,12.8,23.9,0.0,LW
1078,46.0,14.4,0.0,RE
1079,3.6000000000000014,13.6,0.0,LB
1080,42.6,17.0,0.0,RE
1081,48.3,5.1,1.0,RC
1082,47.8,5.7,0.0,RC
1083,16.1,4.1,1.0,LB
1084,2.1999999999999993,11.1,0.0,LC
1085,34.7,16.0,1.0,RE
1086,22.6,1.8,1.0,P
1087,15.3,23.7,0.0,LE
1088,27.7,5.6,1.0,P
1089,23.9,25.7,0.0,TK
1090,39.8,5.2,1.0,RB
1091,38.7,12.4,0.0,RB
1092,35.2,16.4,0.0,RE
1093,34.7,12.4,0.0,RB
1095,18.5,0.2,1.0,LB
1096,25.6,19.5,1.0,TK
1097,21.5,28.2,1.0,T
1098,22.0,12.0,1.0,P
1099,31.1,24.9,0.0,TK
1100,14.0,25.2,1.0,LW
1103,30.3,18.5,1.0,P
1104,35.5,23.2,1.0,RE
1106,49.6,1.6,0.0,RC
1107,37.3,21.4,0.0,RE
1108,33.9,22.4,0.0,RE
1110,27.2,0.7,0.0,P
1111,29.2,8.2,0.0,P
1112,25.0,25.2,0.0,TK
1114,16.0,18.1,0.0,LE
1115,35.5,22.5,0.0,RE
1116,30.4,4.1,1.0,P
1117,28.2,25.5,0.0,TK
1119,34.4,23.0,0.0,RE
1120,11.1,5.8,1.0,LB
1121,10.0,20.0,1.0,LE
1122,32.2,18.7,0.0,RE
1123,25.0,0.1,1.0,P
1124,13.7,22.8,0.0,LE
1126,30.9,6.1,0.0,P
1127,10.6,21.1,0.0,LE
1128,39.0,15.6,1.0,RE
1130,13.0,22.0,1.0,LE
1131,25.7,1.2,0.0,P
1132,25.7,1.1,1.0,P
1134,3.5,13.5,1.0,LB
1135,8.100000000000001,20.1,0.0,LW
1136,39.3,2.2,0.0,RB
1137,30.9,11.8,0.0,P
1139,32.3,24.1,1.0,TK
1141,22.9,21.4,0.0,TK
1142,9.8,12.7,0.0,LB
1144,27.0,24.6,0.0,TK
1145,34.5,22.8,0.0,RE
1146,30.9,14.3,0.0,P
1148,34.1,6.3,0.0,RB
1149,35.8,14.8,0.0,RE
1150,36.0,22.4,0.0,RE
1151,22.6,17.8,0.0,P
1153,1.3000000000000007,0.9,1.0,LC
1154,4.5,13.8,0.0,LB
1156,27.4,13.8,0.0,P
1157,34.7,22.5,0.0,RE
1158,2.1999999999999993,2.6,1.0,LC
1159,12.7,21.9,0.0,LE
1160,43.1,18.7,0.0,RW
1163,26.9,2.4,0.0,P
1164,42.1,10.8,0.0,RB
1165,40.5,19.8,0.0,RE
1166,33.4,11.5,0.0,RB
1167,25.0,18.3,0.0,P
1168,24.3,9.6,1.0,P
1169,40.7,21.3,0.0,RW
1170,37.7,2.8,1.0,RB
1172,25.0,3.1,1.0,P
1173,34.1,22.7,1.0,RE
1174,22.0,0.1,1.0,P
1175,25.0,0.1,1.0,P
1176,22.1,19.8,0.0,TK
1178,47.5,1.2,0.0,RC
1179,26.7,9.6,0.0,P
1180,29.2,8.5,1.0,P
1181,4.100000000000001,6.6,0.0,LB
1182,10.0,0.6,0.0,LB
1185,25.7,3.6,1.0,P
1186,25.0,19.2,0.0,TK
1188,44.2,1.9,0.0,RB
1189,24.6,5.2,1.0,P
1190,8.399999999999999,7.5,0.0,LB
1191,3.1999999999999993,11.5,1.0,LB
1192,14.5,18.3,1.0,LE
1193,13.9,22.7,0.0,LE
1195,25.4,2.8,0.0,P
1196,25.4,1.7,1.0,P
1197,30.1,11.9,0.0,P
1198,36.9,23.0,1.0,RE
1199,11.7,22.2,0.0,LE
1200,24.8,14.3,1.0,P
1201,8.899999999999999,18.9,1.0,LE
1202,49.2,8.6,1.0,RC
1203,22.6,12.6,1.0,P
1204,20.7,13.4,0.0,P
1206,35.3,23.3,0.0,RE
1207,24.2,17.0,0.0,P
1210,5.100000000000001,23.0,0.0,LW
1211,23.9,12.6,1.0,P
1212,12.5,22.0,0.0,LE
1213,20.2,3.4,0.0,P
1214,11.1,5.5,0.0,LB
1215,35.2,15.4,1.0,RE
1216,34.4,5.0,0.0,RB
1217,20.2,10.7,0.0,P
1218,39.9,21.9,1.0,RW
1219,9.8,0.6,1.0,LB
1220,39.4,21.7,0.0,RE
1221,8.100000000000001,8.8,0.0,LB
1222,22.0,15.9,0.0,P
1224,27.1,4.1,1.0,P
1225,45.9,6.3,0.0,RB
1226,16.4,22.8,1.0,LE
1228,10.6,0.6,0.0,LB
1229,38.5,14.2,0.0,RE
1230,25.9,5.5,0.0,P
1231,31.1,11.9,0.0,RB
1232,10.3,9.6,0.0,LB
1233,1.8999999999999986,6.6,1.0,LC
1234,11.2,24.6,1.0,LW
1235,47.8,10.2,0.0,RC
1236,38.0,11.0,1.0,RB
1237,30.8,6.6,1.0,P
1238,26.3,0.1,1.0,P
1240,23.4,24.1,0.0,TK
1242,33.6,17.2,0.0,RE
1244,45.7,14.3,0.0,RE
1245,39.9,15.7,0.0,RE
1246,40.5,10.4,0.0,RB
1247,35.8,2.2,1.0,RB
1249,44.2,15.7,0.0,RE
1250,24.2,24.7,0.0,TK
1251,23.4,0.3,0.0,P
1252,38.5,29.5,0.0,RW
1253,34.2,23.6,0.0,RE
1255,12.7,4.7,0.0,LB
1257,30.6,11.8,0.0,P
1258,25.1,3.1,1.0,P
1259,37.7,11.6,0.0,RB
1261,9.2,9.4,0.0,LB
1264,28.6,19.2,0.0,TK
1265,13.3,11.8,0.0,LB
1266,14.1,18.3,0.0,LE
1267,7.899999999999999,3.7,1.0,LB
1268,32.8,16.0,0.0,RE
1269,36.0,12.3,0.0,RB
1270,46.5,13.8,0.0,RB
1271,36.1,0.4,0.0,RB
1272,24.6,3.4,0.0,P
1273,37.1,22.2,0.0,RE
1274,13.9,16.2,0.0,LE
1275,28.9,4.1,0.0,P
1276,42.3,1.7,1.0,RB
1277,7.600000000000001,0.1,0.0,LB
1278,2.3999999999999986,2.8,1.0,LC
1280,14.7,23.9,1.0,LE
1281,31.2,25.2,0.0,TK
1283,24.5,1.2,1.0,P
1284,37.1,22.7,0.0,RE
1285,27.6,2.3,0.0,P
1286,26.5,0.9,1.0,P
1287,23.7,0.7,1.0,P
1288,42.7,18.6,0.0,RE
1290,39.1,22.2,0.0,RW
1291,40.9,12.1,0.0,RB
1292,31.1,21.6,0.0,TK
1293,33.6,23.8,0.0,RE
1294,37.7,8.8,0.0,RB
1295,21.6,6.6,1.0,P
1296,22.6,3.0,0.0,P
1298,36.8,2.3,0.0,RB
1299,43.1,10.3,1.0,RB
1302,20.1,18.4,0.0,P
1303,36.0,23.1,0.0,RE
1304,5.100000000000001,12.3,1.0,LB
1305,36.9,22.4,0.0,RE
1306,31.1,10.5,1.0,RB
1307,20.4,20.5,0.0,TK
1309,27.0,7.1,1.0,P
1310,39.3,22.0,1.0,RW
1311,14.2,18.3,0.0,LE
1312,7.300000000000001,9.6,0.0,LB
1314,36.1,17.6,0.0,RE
1317,26.5,25.4,0.0,TK
1318,38.6,13.8,0.0,RB
1319,17.5,17.5,0.0,LE
1320,25.6,0.4,1.0,P
1321,35.5,12.1,1.0,RB
1323,39.3,21.1,0.0,RE
1325,29.5,15.6,0.0,P
1326,8.899999999999999,1.7,1.0,LB
1327,40.1,7.1,0.0,RB
1329,37.5,9.9,0.0,RB
1331,7.300000000000001,16.8,0.0,LE
1332,29.5,12.6,0.0,P
1335,8.100000000000001,13.5,1.0,LB
1336,8.100000000000001,17.5,0.0,LE
1338,24.3,8.6,0.0,P
1339,32.8,6.0,0.0,RB
1340,23.9,1.4,0.0,P
1341,36.4,9.1,0.0,RB
1342,21.5,1.9,1.0,P
1343,48.0,0.6,0.0,RC
1344,14.1,11.2,0.0,LB
1345,15.0,11.0,0.0,LB
1346,25.0,0.1,1.0,P
1348,27.4,5.0,0.0,P
1349,7.0,20.6,0.0,LW
1350,12.7,17.9,1.0,LE
1351,37.7,8.5,1.0,RB
1352,25.1,20.5,1.0,TK
1353,9.8,19.8,1.0,LE
1354,32.0,20.8,0.0,RE
1355,37.1,4.5,0.0,RB
1356,44.0,1.1,0.0,RB
1357,48.1,5.2,0.0,RC
1358,25.0,0.1,1.0,P
1359,33.1,23.6,1.0,RE
1360,25.0,4.8,0.0,P
1361,7.800000000000001,7.8,1.0,LB
1362,23.7,24.6,0.0,TK
1363,25.9,25.8,0.0,TK
1364,23.4,9.1,0.0,P
1366,43.9,10.4,0.0,RB
1367,26.2,1.5,0.0,P
1368,41.3,19.5,0.0,RE
1369,22.4,3.4,1.0,P
1370,10.4,0.6,0.0,LB
1374,29.5,3.6,1.0,P
1375,15.2,16.2,0.0,LE
1376,37.5,12.7,0.0,RB
1378,10.9,23.6,0.0,LW
1381,33.0,3.7,1.0,RB
1382,28.1,20.0,0.0,TK
1383,10.8,0.3,0.0,LB
1384,12.2,9.1,1.0,LB
1385,18.2,23.5,1.0,TK
1386,44.6,11.3,1.0,RB
1388,14.1,21.9,0.0,LE
1389,7.300000000000001,0.6,0.0,LB
1390,14.9,14.2,1.0,LE
1391,10.6,1.1,0.0,LB
1392,24.5,4.5,0.0,P
1394,39.7,20.6,0.0,RE
1395,32.5,3.9,1.0,RB
1396,27.1,0.1,1.0,P
1397,27.9,9.6,0.0,P
1398,11.2,5.0,0.0,LB
1399,34.7,8.5,1.0,RB
1400,5.199999999999999,2.3,1.0,LB
1401,43.1,0.7,1.0,RB
1402,7.100000000000001,4.8,0.0,LB
1403,35.2,14.9,0.0,RE
1405,37.5,13.7,1.0,RB
1406,13.8,12.7,0.0,LB
1407,26.3,11.2,1.0,P
1409,38.6,23.8,1.0,RW
1410,14.9,24.1,0.0,LE
1411,46.2,16.7,0.0,RW
1412,42.7,1.7,1.0,RB
1413,22.3,15.1,1.0,P
1414,13.3,0.7,0.0,LB
1416,40.2,12.1,0.0,RB
1417,26.3,1.2,0.0,P
1419,13.3,7.5,0.0,LB
1420,42.6,20.9,0.0,RW
1421,41.0,3.0,0.0,RB
1422,10.8,10.2,0.0,LB
1423,25.0,1.1,0.0,P
1424,18.3,1.9,0.0,LB
1425,30.8,14.5,0.0,P
1426,39.1,22.8,0.0,RW
1428,24.8,0.6,1.0,P
1429,46.7,15.9,1.0,RW
1430,41.0,6.3,1.0,RB
1431,40.4,23.1,0.0,RW
1432,25.4,1.5,0.0,P
1433,35.0,4.2,1.0,RB
1434,13.1,1.2,1.0,LB
1435,12.5,3.9,1.0,LB
1437,25.1,2.2,0.0,P
1438,34.2,7.7,0.0,RB
1439,23.7,3.4,0.0,P
1440,26.7,19.9,1.0,TK
1441,26.8,22.4,0.0,TK
1442,5.399999999999999,15.4,0.0,LE
1443,6.800000000000001,6.7,0.0,LB
1444,21.2,2.0,1.0,P
1445,26.2,1.9,0.0,P
1446,24.5,1.4,0.0,P
1448,42.4,1.7,1.0,RB
1449,36.6,10.5,0.0,RB
1450,24.5,1.2,1.0,P
1451,25.4,10.4,0.0,P
1452,25.0,3.0,0.0,P
1453,25.0,9.3,0.0,P
1454,15.5,8.5,0.0,LB
1456,34.1,11.6,1.0,RB
1457,43.2,2.8,1.0,RB
1458,25.0,0.1,1.0,P
1459,10.4,1.7,1.0,LB
1460,34.2,9.3,0.0,RB
1461,38.3,2.6,1.0,RB
1462,24.2,0.7,1.0,P
1463,28.9,5.5,0.0,P
1464,22.6,2.8,0.0,P
1465,19.8,18.7,0.0,P
1466,25.4,2.8,0.0,P
1467,25.0,0.1,0.0,P
1468,23.1,1.5,0.0,P
1469,23.7,1.1,1.0,P
1470,26.0,0.1,1.0,P
1471,33.6,8.3,1.0,RB
1474,24.3,24.9,0.0,TK
1475,25.9,2.5,0.0,P
1478,14.5,3.4,0.0,LB
1480,47.2,11.0,1.0,RC
1481,42.6,18.9,1.0,RE
1482,34.5,1.2,0.0,RB
1483,35.6,12.4,0.0,RB
1484,24.5,1.1,1.0,P
1485,23.1,1.2,0.0,P
1487,47.3,5.2,0.0,RC
1488,8.600000000000001,18.7,0.0,LE
1489,4.5,13.8,0.0,LB
1490,22.7,2.3,1.0,P
1491,21.8,17.3,1.0,P
1492,29.0,11.9,0.0,P
1493,20.9,6.3,1.0,P
1495,38.2,1.5,1.0,RB
1496,35.6,3.7,0.0,RB
1497,22.7,3.3,1.0,P
1498,24.8,24.7,0.0,TK
1499,25.4,1.4,1.0,P
1500,34.1,10.7,1.0,RB
1501,30.1,14.9,0.0,P
1502,15.5,10.1,0.0,LB
1504,24.8,2.0,1.0,P
1506,34.2,3.0,0.0,RB
1507,11.6,4.4,0.0,LB
1509,31.7,3.7,0.0,RB
1510,6.5,4.7,0.0,LB
1511,27.3,3.6,1.0,P
1512,24.2,5.3,0.0,P
1513,35.3,23.8,0.0,RE
1514,18.2,18.7,0.0,LE
1515,40.7,9.6,0.0,RB
1516,26.0,19.7,0.0,TK
1522,38.0,10.2,1.0,RB
1524,47.0,12.4,1.0,RC
1525,45.3,17.3,0.0,RW
1526,25.0,19.0,0.0,P
1527,35.5,18.3,0.0,RE
1528,39.9,0.7,1.0,RB
1529,12.7,13.7,0.0,LB
1530,23.2,6.0,0.0,P
1531,41.5,11.0,0.0,RB
1532,35.8,1.4,1.0,RB
1534,4.800000000000001,2.8,1.0,LB
1535,5.199999999999999,15.4,0.0,LE
1536,11.7,20.9,1.0,LE
1537,25.1,3.4,0.0,P
1538,38.8,19.5,0.0,RE
1539,48.0,3.6,0.0,RC
1542,25.2,0.1,1.0,P
1544,33.1,15.7,1.0,RE
1545,36.8,1.4,1.0,RB
1547,21.2,18.4,1.0,P
1548,32.8,12.4,0.0,RB
1549,40.9,11.9,0.0,RB
1550,30.4,16.5,0.0,P
1552,32.8,23.1,0.0,RE
1556,27.4,0.7,0.0,P
1557,4.0,14.3,0.0,LE
1558,19.3,9.6,0.0,P
1560,42.1,14.3,0.0,RE
1561,22.0,10.7,0.0,P
1562,30.8,19.2,1.0,TK
1563,35.3,23.9,0.0,RE
1564,42.3,1.2,1.0,RB
1565,30.3,16.2,0.0,P
1566,47.5,6.9,1.0,RC
1567,7.899999999999999,18.6,0.0,LE
1569,25.2,0.6,1.0,P
1570,4.300000000000001,14.5,1.0,LE
1571,41.0,19.7,1.0,RE
1572,37.2,21.4,0.0,RE
1573,47.2,12.1,0.0,RC
1577,42.4,13.1,0.0,RB
1578,43.2,0.6,0.0,RB
1579,22.9,5.5,1.0,P
1580,43.4,8.5,1.0,RB
1583,26.0,21.9,1.0,TK
1585,16.3,15.1,1.0,LE
1586,22.9,9.4,0.0,P
1587,30.8,15.6,1.0,P
1588,15.0,17.0,1.0,LE
1589,12.0,22.5,0.0,LE
1591,9.7,19.5,1.0,LE
1592,36.4,24.2,0.0,RW
1593,28.6,12.9,0.0,P
1597,34.1,25.4,0.0,RW
1598,29.2,15.7,0.0,P
1599,5.600000000000001,0.6,1.0,LB
1601,40.1,1.1,1.0,RB
1602,36.1,23.6,1.0,RE
1604,6.300000000000001,8.6,0.0,LB
1606,43.7,16.0,0.0,RE
1608,36.4,23.1,0.0,RE
1609,27.8,0.9,1.0,P
1610,14.1,12.7,1.0,LB
1611,27.9,0.3,1.0,P
1612,24.8,7.7,0.0,P
1613,35.5,16.0,1.0,RE
1614,27.0,1.9,1.0,P
1615,16.1,25.4,0.0,LE
1616,11.4,0.8,0.0,LB
1618,31.5,10.4,0.0,RB
1619,5.100000000000001,15.4,0.0,LE
1620,37.4,2.6,0.0,RB
1621,36.3,16.4,0.0,RE
1622,13.6,22.5,0.0,LE
1624,10.8,21.7,0.0,LE
1625,36.0,2.2,0.0,RB
1626,6.699999999999999,2.2,1.0,LB
1627,14.2,22.0,0.0,LE
1628,29.2,4.8,0.0,P
1629,47.3,1.1,0.0,RC
1630,23.7,0.3,1.0,P
1632,46.1,12.3,0.0,RB
1633,13.0,4.4,1.0,LB
1634,7.899999999999999,19.0,1.0,LE
1635,42.6,22.2,1.0,RW
1636,48.3,3.6,1.0,RC
1637,13.0,8.0,0.0,LB
1638,49.2,0.4,0.0,RC
1639,38.5,10.1,1.0,RB
1640,32.3,2.3,0.0,RB
1641,19.3,18.1,0.0,P
1642,39.6,2.8,0.0,RB
1643,23.2,12.9,0.0,P
1644,3.8000000000000007,15.4,0.0,LW
1645,6.0,6.7,0.0,LB
1647,2.8999999999999986,13.2,1.0,LC
1648,27.0,1.2,1.0,P
1649,28.6,13.7,0.0,P
1650,37.7,20.9,0.0,RE
1651,39.0,2.0,0.0,RB
1652,25.0,2.5,0.0,P
1654,14.1,24.1,1.0,LE
1655,5.699999999999999,19.8,0.0,LW
1656,30.6,18.6,1.0,P
1659,19.9,3.0,0.0,P
1661,48.3,3.4,0.0,RC
1664,9.3,1.1,1.0,LB
1665,26.0,0.1,0.0,P
1666,36.9,3.7,0.0,RB
1667,25.0,1.1,1.0,P
1669,21.0,3.4,0.0,P
1670,20.4,8.0,0.0,P
1671,36.4,7.1,1.0,RB
1672,14.1,23.3,0.0,LE
1673,12.7,5.2,1.0,LB
1674,38.5,25.8,0.0,RW
1675,25.2,2.0,1.0,P
1677,11.9,5.2,0.0,LB
1678,13.4,23.0,1.0,LE
1680,37.1,12.9,1.0,RB
1681,43.1,17.3,1.0,RE
1682,37.9,22.4,0.0,RE
1683,14.7,23.8,0.0,LE
1685,39.1,20.8,0.0,RE
1686,17.7,18.9,1.0,LE
1687,12.5,21.3,0.0,LE
1688,14.1,12.4,0.0,LB
1690,14.2,5.6,0.0,LB
1691,30.8,15.1,1.0,P
1692,15.3,22.8,0.0,LE
1693,23.5,0.6,1.0,P
1694,13.8,11.5,1.0,LB
1695,33.6,19.2,1.0,RE
1697,35.6,21.4,1.0,RE
1698,29.2,13.5,0.0,P
1699,36.9,17.9,1.0,RE
1700,32.0,1.4,0.0,RB
1701,33.3,24.1,0.0,RE
1702,22.7,0.7,0.0,P
1703,29.8,19.2,0.0,TK
1704,38.6,21.7,0.0,RE
1705,37.5,11.6,0.0,RB
1706,16.0,6.7,0.0,LB
1707,24.6,6.6,1.0,P
1708,32.0,17.3,1.0,RE
1709,44.0,16.4,1.0,RE
1710,2.6999999999999993,11.6,0.0,LC
1711,32.2,1.9,0.0,RB
1712,24.8,12.9,1.0,P
1713,35.5,11.2,0.0,RB
1714,24.3,24.9,1.0,TK
1715,27.1,2.2,0.0,P
1716,25.6,0.6,1.0,P
1717,34.7,10.2,0.0,RB
1718,24.3,11.0,0.0,P
1719,24.3,1.4,0.0,P
1720,24.5,0.9,1.0,P
1722,21.6,5.2,0.0,P
1724,10.9,16.5,0.0,LE
1725,25.0,3.6,0.0,P
1726,20.1,5.6,0.0,P
1727,25.0,4.2,1.0,P
1728,24.3,0.4,1.0,P
1729,32.8,24.6,0.0,RE
1730,22.4,2.2,0.0,P
1731,17.9,18.3,1.0,LE
1732,39.4,13.7,1.0,RB
1733,14.5,12.4,0.0,LB
1734,25.1,2.5,1.0,P
1735,11.7,8.5,0.0,LB
1736,25.0,1.1,0.0,P
1737,10.1,8.6,1.0,LB
1738,14.1,22.7,1.0,LE
1739,20.4,3.9,0.0,P
1740,4.899999999999999,14.5,0.0,LE
1741,25.2,10.7,0.0,P
1742,20.5,25.8,0.0,TK
1743,17.5,15.3,0.0,LE
1745,34.5,17.9,1.0,RE
1746,36.1,14.0,1.0,RB
1749,34.2,1.5,0.0,RB
1750,23.2,2.2,1.0,P
1751,10.6,23.9,0.0,LW
1752,21.6,10.4,0.0,P
1753,24.3,1.2,1.0,P
1755,22.6,4.5,1.0,P
1756,12.7,12.3,1.0,LB
1757,45.4,2.2,0.0,RB
1759,38.2,13.7,1.0,RB
1760,45.9,6.4,1.0,RB
1761,5.100000000000001,24.4,0.0,LW
1762,25.0,2.5,1.0,P
1763,12.0,14.3,1.0,LE
1764,7.300000000000001,23.8,0.0,LW
1765,22.4,25.7,0.0,TK
1766,35.3,20.3,0.0,RE
1767,36.0,1.9,0.0,RB
1768,39.7,2.5,0.0,RB
1769,25.0,0.1,1.0,P
1770,11.7,13.7,1.0,LB
1773,12.2,23.3,0.0,LW
1775,34.4,10.2,0.0,RB
1777,40.4,3.1,0.0,RB
1778,17.4,15.6,0.0,LE
1779,25.0,25.4,0.0,TK
1780,13.3,11.3,0.0,LB
1782,41.5,2.0,0.0,RB
1785,18.2,16.0,1.0,LE
1786,8.899999999999999,11.2,0.0,LB
1787,16.9,15.1,0.0,LE
1788,26.8,1.4,1.0,P
1789,25.9,14.3,0.0,P
1790,20.1,8.0,1.0,P
1791,10.8,9.6,1.0,LB
1792,38.5,11.6,1.0,RB
1794,15.3,17.0,0.0,LE
1796,19.8,20.1,0.0,TK
1797,24.3,0.1,1.0,P
1798,24.3,1.2,0.0,P
1799,43.2,2.3,0.0,RB
1800,36.9,11.9,1.0,RB
1801,33.0,23.9,0.0,RE
1802,22.7,0.4,1.0,P
1803,18.2,25.8,0.0,TK
1804,10.4,22.2,1.0,LW
1806,26.8,10.5,0.0,P
1807,30.9,2.0,1.0,P
1810,6.199999999999999,9.1,1.0,LB
1811,21.2,11.8,0.0,P
1813,19.6,20.1,0.0,TK
1814,14.4,13.5,0.0,LB
1815,23.4,6.3,1.0,P
1816,22.4,6.9,0.0,P
1817,33.0,7.8,1.0,RB
1818,40.7,11.9,0.0,RB
1819,26.2,0.1,1.0,P
1820,32.0,4.2,1.0,RB
1821,31.9,6.1,0.0,RB
1822,27.3,1.9,0.0,P
1824,11.2,24.1,0.0,LW
1825,7.100000000000001,8.8,0.0,LB
1826,12.0,18.3,0.0,LE
1827,25.0,0.1,0.0,P
1828,35.6,5.0,1.0,RB
1832,32.2,2.6,1.0,RB
1833,26.3,1.5,1.0,P
1834,41.0,10.7,0.0,RB
1835,24.2,4.1,1.0,P
1836,35.3,18.6,0.0,RE
1839,37.5,7.1,1.0,RB
1841,38.6,11.2,0.0,RB
1842,32.2,26.8,1.0,T
1843,19.0,9.1,0.0,P
1844,40.1,20.1,0.0,RE
1845,39.6,15.3,0.0,RE
1846,34.1,18.4,1.0,RE
1847,24.5,0.1,1.0,P
1850,27.1,25.7,0.0,TK
1852,11.1,14.3,0.0,LE
1853,48.6,2.6,0.0,RC
1854,24.0,0.9,1.0,P
1855,31.4,9.9,0.0,RB
1856,47.6,14.0,0.0,RC
1857,19.8,8.5,0.0,P
1858,21.3,24.9,0.0,TK
1859,30.9,4.5,1.0,P
1861,19.4,24.4,1.0,TK
1862,40.4,9.6,0.0,RB
1863,17.5,15.9,0.0,LE
1864,10.9,5.3,1.0,LB
1866,22.1,24.6,0.0,TK
1867,25.0,19.0,1.0,P
1868,39.6,3.4,1.0,RB
1870,10.3,4.1,0.0,LB
1871,27.3,12.4,0.0,P
1872,24.0,1.2,1.0,P
1874,23.5,0.1,1.0,P
1875,27.1,12.1,0.0,P
1876,15.3,10.4,0.0,LB
1877,31.4,11.6,0.0,RB
1881,18.5,3.9,0.0,LB
1883,22.8,2.0,0.0,P
1885,12.7,10.2,1.0,LB
1886,24.3,11.6,1.0,P
1888,49.2,0.7,0.0,RC
1889,25.1,1.5,1.0,P
1890,30.3,3.6,0.0,P
1891,18.2,21.4,0.0,LE
1892,22.3,7.8,1.0,P
1893,43.5,1.9,1.0,RB
1894,31.7,14.8,0.0,RE
1895,12.8,24.7,0.0,LW
1896,11.7,23.3,0.0,LW
1897,28.7,2.0,0.0,P
1898,11.2,23.8,0.0,LW
1900,23.7,18.7,0.0,P
1901,31.9,16.8,0.0,RE
1902,37.1,10.7,1.0,RB
1903,43.5,10.8,1.0,RB
1905,9.3,20.0,1.0,LE
1906,40.5,18.9,0.0,RE
1907,8.600000000000001,2.0,0.0,LB
1908,10.6,29.5,0.0,LW
1909,32.3,14.5,0.0,RE
1910,26.7,0.7,0.0,P
1911,23.5,0.6,0.0,P
1913,1.8000000000000007,3.4,0.0,LC
1914,25.6,0.7,0.0,P
1916,27.8,25.0,0.0,TK
1917,31.9,6.1,1.0,RB
1918,6.699999999999999,17.5,1.0,LE
1920,35.8,6.4,0.0,RB
1921,39.4,16.4,1.0,RE
1922,40.5,13.5,0.0,RB
1923,25.4,1.7,0.0,P
1924,25.1,5.0,1.0,P
1925,44.3,16.4,0.0,RE
1927,19.0,22.2,1.0,TK
1928,25.0,0.6,1.0,P
1929,32.2,21.1,1.0,RE
1931,27.6,26.5,0.0,TK
1936,30.8,0.9,1.0,P
1937,4.899999999999999,14.3,0.0,LE
1938,18.5,29.3,1.0,T
1939,34.1,14.2,1.0,RE
1942,32.7,21.4,0.0,RE
1943,21.5,29.1,0.0,T
1944,16.0,21.3,1.0,LE
1945,21.8,20.9,0.0,TK
1946,33.3,19.8,0.0,RE
1948,17.7,3.6,0.0,LB
1951,39.4,20.9,0.0,RE
1952,33.4,7.2,0.0,RB
1954,31.1,18.7,1.0,RE
1955,39.1,20.6,1.0,RE
1957,15.8,22.5,0.0,LE
1958,24.3,1.9,1.0,P
1959,42.0,18.9,0.0,RE
1961,15.8,12.4,1.0,LB
1962,36.1,11.6,0.0,RB
1963,24.7,1.2,1.0,P
1964,41.5,20.0,0.0,RE
1965,12.0,11.9,0.0,LB
1967,15.3,17.9,1.0,LE
1968,23.2,4.7,1.0,P
1969,29.3,18.9,0.0,P
1972,30.4,11.0,0.0,P
1973,40.1,20.6,1.0,RE
1974,38.5,25.2,0.0,RW
1975,14.9,12.3,0.0,LB
1976,21.8,7.4,1.0,P
1977,40.1,3.0,0.0,RB
1978,19.4,20.3,1.0,TK
1979,25.0,17.2,0.0,P
1980,26.5,3.3,0.0,P
1981,12.8,25.2,0.0,LW
1984,25.1,6.9,1.0,P
1985,25.6,1.4,1.0,P
1986,29.3,26.0,0.0,TK
1987,23.2,1.4,1.0,P
1988,26.8,1.7,1.0,P
1989,19.6,25.7,0.0,TK
1991,7.800000000000001,1.7,1.0,LB
1992,36.9,1.1,0.0,RB
1993,26.8,2.8,0.0,P
1994,20.2,8.2,0.0,P
1995,8.600000000000001,20.8,0.0,LW
1996,25.2,16.0,1.0,P
1997,11.1,11.6,1.0,LB
1998,17.7,15.3,1.0,LE
1999,24.0,1.5,0.0,P
2000,1.1000000000000014,3.9,0.0,LC
2001,36.1,17.0,0.0,RE
2002,24.3,1.7,0.0,P
2003,36.6,12.1,1.0,RB
2004,32.8,26.0,0.0,TK
2005,31.5,17.3,0.0,RE
2006,29.7,19.5,0.0,TK
2008,24.8,1.1,1.0,P
2009,17.2,8.3,1.0,LB
2010,10.8,7.8,1.0,LB
2011,26.5,3.1,0.0,P
2012,11.9,12.1,1.0,LB
2013,8.399999999999999,5.6,0.0,LB
2014,39.0,11.6,0.0,RB
2015,26.2,0.6,1.0,P
2016,31.7,2.3,1.0,RB
2017,35.6,6.1,0.0,RB
2018,30.1,3.0,0.0,P
2020,3.8000000000000007,13.2,0.0,LB
2021,19.0,18.4,1.0,P
2022,26.7,1.4,0.0,P
2025,8.7,0.6,0.0,LB
2026,32.8,13.5,0.0,RB
2028,31.2,9.7,0.0,RB
2029,19.9,2.0,0.0,P
2030,27.0,0.6,1.0,P
2031,22.4,18.4,1.0,P
2032,23.7,0.7,1.0,P
2033,44.2,15.7,0.0,RE
2034,12.7,21.4,0.0,LE
2036,22.0,21.6,1.0,TK
2037,19.9,8.8,0.0,P
2038,33.0,6.9,0.0,RB
2039,27.8,0.7,0.0,P
2040,7.899999999999999,1.1,0.0,LB
2042,44.2,6.3,0.0,RB
